,year,price,transmission,mileage,tax,mpg,engineSize
12056,2019,26972,1,123,145.0,38.7,2.0
12057,2019,26972,1,123,145.0,38.7,2.0
12058,2019,26972,1,123,145.0,38.7,2.0
12059,2019,26972,1,123,145.0,38.7,2.0
12060,2014,11399,1,56926,30.0,64.2,2.0
12061,2016,11010,0,32068,20.0,72.4,1.5
12062,2015,15570,1,53669,160.0,51.4,3.0
12063,2016,14497,0,9574,30.0,62.8,2.0
12064,2018,18010,0,36039,145.0,58.9,2.0
12065,2015,10499,0,60000,20.0,70.6,1.5
12066,2019,30200,1,17647,145.0,30.4,2.0
12067,2019,22646,0,123,145.0,52.3,1.5
12068,2019,22646,0,123,145.0,52.3,1.5
12069,2019,22646,0,123,145.0,52.3,1.5
12070,2019,22646,0,123,145.0,52.3,1.5
12071,2019,28180,1,123,145.0,39.8,1.5
12072,2019,28190,1,123,145.0,39.8,1.5
12073,2019,27440,0,123,145.0,39.8,1.5
12074,2019,27440,0,123,145.0,39.8,1.5
12075,2019,30331,1,123,145.0,48.7,2.0
12076,2019,35045,1,123,145.0,50.4,3.0
12077,2019,29631,1,123,145.0,65.7,2.0
12078,2019,28088,1,123,145.0,48.7,2.0
12079,2020,27090,1,3168,145.0,49.6,2.0
12080,2019,32810,1,8647,145.0,41.5,3.0
12081,2019,25820,1,6106,145.0,61.4,2.0
12082,2019,41530,1,4000,145.0,37.2,3.0
12083,2019,23489,1,123,145.0,65.7,2.0
12084,2019,32376,1,2489,145.0,54.3,2.0
12085,2019,30890,1,123,145.0,47.9,2.0
12086,2019,29361,1,123,145.0,65.7,2.0
12087,2019,29830,1,123,145.0,50.4,2.0
12088,2019,23991,0,4480,145.0,51.4,1.5
12089,2019,24160,0,5181,145.0,41.5,1.5
12090,2019,31070,1,6000,145.0,34.5,2.0
12091,2020,29980,1,4362,145.0,48.7,2.0
12092,2016,19742,1,21660,160.0,45.6,2.0
12093,2014,15532,1,36919,125.0,60.1,2.0
12094,2019,25907,0,151,150.0,53.3,2.0
12095,2017,22390,1,18511,145.0,39.8,3.0
12096,2015,13980,1,29719,20.0,68.9,2.0
12097,2019,21356,1,15006,145.0,47.9,2.0
12098,2019,21030,1,7738,145.0,49.6,2.0
12099,2019,28820,0,123,145.0,56.5,2.0
12100,2019,21858,0,123,145.0,61.4,2.0
12101,2017,20481,0,25000,145.0,36.2,3.0
12102,2017,25372,1,8500,145.0,60.1,2.0
12103,2020,32148,1,16,145.0,60.1,2.0
12104,2014,14291,0,29000,200.0,40.9,2.0
12105,2019,29770,1,123,145.0,48.7,2.0
12106,2019,30571,1,123,145.0,58.9,2.0
12107,2019,23322,0,123,145.0,52.3,1.5
12108,2017,20762,1,17590,145.0,68.9,2.0
12109,2019,26720,0,3710,145.0,53.3,2.0
12110,2019,25260,1,3697,145.0,48.7,2.0
12111,2019,56240,1,6000,145.0,24.8,3.0
12112,2019,24132,1,4000,150.0,65.7,2.0
12113,2019,23322,0,123,145.0,52.3,1.5
12114,2014,14972,1,33287,145.0,55.4,2.0
12115,2019,29361,1,123,145.0,65.7,2.0
12116,2019,29361,1,123,145.0,65.7,2.0
12117,2019,25526,1,5161,145.0,61.4,2.0
12118,2019,37220,1,123,145.0,60.1,3.0
12119,2019,22790,1,8477,145.0,49.6,2.0
12120,2019,34370,1,123,145.0,50.4,2.0
12121,2019,34370,1,123,145.0,50.4,2.0
12122,2019,27860,1,14147,145.0,51.4,2.0
12123,2019,35250,1,123,145.0,47.9,3.0
12124,2019,24269,1,123,145.0,49.6,2.0
12125,2019,27410,1,123,145.0,51.4,2.0
12126,2019,37340,1,123,145.0,47.9,3.0
12127,2019,22646,0,123,145.0,52.3,1.5
12128,2019,22646,0,123,145.0,52.3,1.5
12129,2019,22646,0,123,145.0,52.3,1.5
12130,2019,22646,0,123,145.0,52.3,1.5
12131,2019,22646,0,123,145.0,52.3,1.5
12132,2019,22646,0,123,145.0,52.3,1.5
12133,2019,22646,0,123,145.0,52.3,1.5
12134,2019,22646,0,123,145.0,52.3,1.5
12135,2019,21773,1,123,145.0,49.6,2.0
12136,2019,31790,1,123,145.0,42.2,2.0
12137,2016,26442,1,19344,235.0,39.2,3.0
12138,2018,24862,1,10500,145.0,65.7,2.0
12139,2017,24622,1,26000,145.0,49.6,3.0
12140,2019,47480,1,123,145.0,26.9,3.0
12141,2019,47480,1,123,145.0,26.9,3.0
12142,2019,29450,1,123,145.0,54.3,2.0
12143,2019,21773,1,123,145.0,49.6,2.0
12144,2019,24142,1,16000,145.0,39.8,3.0
12145,2019,22773,1,123,145.0,49.6,2.0
12146,2019,27900,0,123,145.0,61.4,2.0
12147,2019,20966,1,9582,145.0,48.7,2.0
12148,2015,17002,1,29116,30.0,62.8,2.0
12149,2018,38776,0,8869,145.0,32.1,3.0
12150,2019,32822,1,4550,145.0,54.3,2.0
12151,2017,22991,1,23730,200.0,39.8,3.0
12152,2019,23516,1,4783,145.0,46.3,1.5
12153,2019,26706,1,49,145.0,57.7,2.0
12154,2019,32226,1,4997,145.0,30.4,2.0
12155,2019,33990,1,5621,145.0,52.3,2.0
12156,2018,17595,1,26268,145.0,47.9,2.0
12157,2016,15500,1,52061,30.0,65.7,2.0
12158,2019,21176,0,123,145.0,65.7,2.0
12159,2019,21480,1,123,145.0,67.3,2.0
12160,2019,26972,1,123,145.0,38.7,2.0
12161,2019,38330,1,123,145.0,54.3,2.0
12162,2017,19500,1,20935,125.0,60.1,2.0
12163,2014,17000,1,67455,160.0,50.4,3.0
12164,2016,14500,0,21646,125.0,52.3,1.5
12165,2017,22998,1,25585,145.0,51.4,3.0
12166,2017,19498,0,25163,145.0,36.2,3.0
12167,2017,21498,1,21564,145.0,39.8,3.0
12168,2016,15998,1,67915,160.0,51.4,3.0
12169,2017,19298,1,27119,145.0,65.7,2.0
12170,2017,20998,1,12624,150.0,57.6,2.0
12171,2016,14998,1,78843,150.0,55.4,2.0
12172,2019,23462,1,123,145.0,67.3,2.0
12173,2019,22646,0,123,145.0,52.3,1.5
12174,2019,28861,1,123,145.0,39.8,3.0
12175,2019,22292,0,123,145.0,64.2,2.0
12176,2019,22770,0,123,145.0,64.2,2.0
12177,2019,32060,1,123,145.0,60.1,2.0
12178,2019,20760,1,123,145.0,48.7,2.0
12179,2019,53150,1,123,145.0,37.7,3.0
12180,2019,23159,1,123,145.0,50.4,1.5
12181,2019,21176,0,123,145.0,65.7,2.0
12182,2019,41550,1,123,145.0,39.2,3.0
12183,2019,22291,0,123,145.0,64.2,2.0
12184,2019,22770,0,123,145.0,64.2,2.0
12185,2019,23966,1,123,145.0,67.3,2.0
12186,2019,23976,1,20,145.0,67.3,2.0
12187,2019,19840,1,5077,145.0,55.5,1.5
12188,2019,33313,1,4999,145.0,54.3,2.0
12189,2019,49403,1,100,145.0,37.7,3.0
12190,2019,40602,1,3980,145.0,34.9,3.0
12191,2017,21498,1,19869,150.0,39.8,3.0
12192,2017,15698,1,21545,150.0,54.3,1.5
12193,2015,10998,0,23241,0.0,83.1,1.5
12194,2016,14000,0,14574,20.0,70.6,1.5
12195,2017,20320,1,16876,125.0,58.9,2.0
12196,2015,9995,0,37500,20.0,68.9,2.0
12197,2017,18491,1,39128,125.0,60.1,2.0
12198,2014,12290,0,32014,30.0,65.7,2.0
12199,2017,19192,1,18014,150.0,60.1,2.0
12200,2017,20892,1,18278,150.0,60.1,2.0
12201,2017,21162,1,20508,200.0,39.8,3.0
12202,2019,36531,1,6850,145.0,40.4,2.0
12203,2019,27982,1,4264,145.0,39.2,2.0
12204,2017,20990,1,29934,145.0,39.8,3.0
12205,2016,16990,1,44563,125.0,60.1,2.0
12206,2017,17990,1,25877,125.0,60.1,2.0
12207,2014,9692,0,34000,125.0,52.3,1.6
12208,2019,33990,1,1926,145.0,54.3,2.0
12209,2019,27990,1,3736,145.0,48.7,2.0
12210,2019,31990,1,11223,145.0,37.2,2.0
12211,2013,12982,1,47852,145.0,47.1,2.0
12212,2016,17336,1,23030,145.0,55.4,2.0
12213,2019,26922,1,4068,150.0,65.7,2.0
12214,2015,15552,1,39029,125.0,58.9,2.0
12215,2019,50832,1,100,145.0,37.7,3.0
12216,2017,21312,1,11253,125.0,57.6,2.0
12217,2019,42982,1,9151,145.0,37.2,3.0
12218,2019,26970,1,10730,145.0,50.4,2.0
12219,2016,18512,1,21470,30.0,65.7,2.0
12220,2014,12272,1,31000,20.0,67.3,2.0
12221,2016,15882,1,44000,125.0,60.1,2.0
12222,2014,12302,0,31676,125.0,58.9,2.0
12223,2013,8795,0,70645,165.0,51.4,2.0
12224,2018,15995,1,21815,150.0,68.9,2.0
12225,2014,16500,1,67455,160.0,50.4,3.0
12226,2016,10465,0,16228,20.0,68.9,2.0
12227,2019,18480,0,2771,145.0,44.1,1.5
12228,2019,25320,1,5035,145.0,65.7,2.0
12229,2019,24500,0,2631,145.0,55.4,2.0
12230,2019,21850,0,3000,145.0,51.4,1.5
12231,2019,32991,1,5491,145.0,44.8,2.0
12232,2019,29770,1,123,145.0,48.7,2.0
12233,2019,29374,1,123,145.0,50.4,2.0
12234,2019,30361,1,123,145.0,48.7,2.0
12235,2019,29375,1,123,145.0,50.4,2.0
12236,2019,33610,1,123,145.0,41.5,2.0
12237,2017,20340,1,30443,145.0,54.3,2.0
12238,2018,18300,1,30214,145.0,62.8,2.0
12239,2017,20499,1,14612,145.0,38.2,3.0
12240,2014,11331,0,30506,160.0,51.4,2.0
12241,2014,10749,1,70116,125.0,61.4,2.0
12242,2015,13490,1,63981,30.0,64.2,2.0
12243,2015,11895,1,69356,20.0,68.9,2.0
12244,2015,14395,0,42745,30.0,62.8,2.0
12245,2016,18795,1,14868,160.0,44.8,2.0
12246,2017,20750,1,18347,200.0,39.8,3.0
12247,2017,16970,0,24015,125.0,60.1,2.0
12248,2017,21167,1,19041,145.0,55.4,3.0
12249,2016,17870,1,13298,200.0,42.8,2.0
12250,2015,14191,0,19109,200.0,41.5,2.0
12251,2018,20397,1,11068,145.0,65.7,2.0
12252,2016,17397,0,16243,125.0,58.9,2.0
12253,2017,20962,1,30607,160.0,51.4,3.0
12254,2016,20432,1,9939,160.0,51.4,3.0
12255,2017,15552,1,56718,145.0,65.7,2.0
12256,2016,13212,0,13778,30.0,56.5,1.5
12257,2019,26832,1,4039,145.0,42.2,2.0
12258,2019,27372,1,6336,145.0,52.3,2.0
12259,2013,12000,1,17988,150.0,48.7,1.6
12260,2016,10990,0,51000,20.0,68.9,2.0
12261,2015,13990,0,26948,30.0,61.4,2.0
12262,2017,21490,1,48957,145.0,50.4,3.0
12263,2016,12460,0,24158,30.0,55.4,1.5
12264,2016,9990,0,71603,20.0,70.6,1.5
12265,2018,14390,0,12063,150.0,50.4,2.0
12266,2016,18950,1,22537,260.0,37.2,3.0
12267,2014,13130,1,46833,145.0,47.1,2.0
12268,2018,21980,1,9684,145.0,48.7,2.0
12269,2016,15991,1,21476,30.0,62.8,2.0
12270,2016,18991,1,39365,145.0,54.3,2.0
12271,2017,18991,1,29317,145.0,57.6,2.0
12272,2015,14999,0,40052,300.0,35.3,3.0
12273,2016,15510,1,40417,125.0,60.1,2.0
12274,2017,22995,1,11950,145.0,39.8,3.0
12275,2018,18995,1,31278,145.0,64.2,2.0
12276,2016,19372,1,27584,260.0,35.8,3.0
12277,2016,15122,1,37390,20.0,68.9,2.0
12278,2016,21856,1,20094,145.0,54.3,2.0
12279,2015,14690,1,23234,125.0,54.3,1.5
12280,2013,13690,1,30400,165.0,50.4,2.0
12281,2015,14490,1,28425,125.0,61.4,2.0
12282,2016,15490,1,38000,30.0,64.2,2.0
12283,2018,19495,1,23830,145.0,60.1,2.0
12284,2016,18995,1,24299,145.0,55.4,2.0
12285,2013,8995,0,67000,20.0,68.9,2.0
12286,2017,15732,0,23575,20.0,68.9,2.0
12287,2019,21402,0,6000,150.0,51.4,2.0
12288,2019,27472,1,8200,150.0,42.2,2.0
12289,2019,26612,1,3000,150.0,38.7,2.0
12290,2019,48090,1,123,145.0,36.7,3.0
12291,2019,48090,1,123,145.0,36.7,3.0
12292,2019,48090,1,123,145.0,36.7,3.0
12293,2014,14112,1,64995,235.0,37.7,3.0
12294,2016,18412,1,22459,145.0,55.4,2.0
12295,2014,13252,1,41692,30.0,62.8,2.0
12296,2017,23920,1,24232,145.0,53.3,3.0
12297,2019,74226,1,10,135.0,141.2,1.5
12298,2014,12630,1,80826,30.0,62.8,2.0
12299,2018,20462,0,24368,150.0,42.8,2.0
12300,2016,32809,1,25898,205.0,47.1,3.0
12301,2018,37900,1,11500,150.0,40.9,3.0
12302,2018,20397,1,12421,145.0,65.7,2.0
12303,2018,20940,1,9200,145.0,48.7,2.0
12304,2018,15297,1,9754,145.0,40.9,1.5
12305,2020,32451,1,206,145.0,48.7,2.0
12306,2020,32748,1,16,145.0,60.1,2.0
12307,2020,35100,1,16,145.0,51.4,3.0
12308,2015,22202,1,15712,145.0,54.3,2.0
12309,2018,22162,1,14344,145.0,64.2,2.0
12310,2019,28532,1,3030,145.0,58.9,2.0
12311,2019,20949,0,123,145.0,42.8,1.5
12312,2019,38260,1,123,145.0,60.1,3.0
12313,2019,34368,1,123,145.0,34.0,2.0
12314,2019,34368,1,123,145.0,34.0,2.0
12315,2019,34368,1,123,145.0,34.0,2.0
12316,2019,28560,0,123,145.0,68.9,2.0
12317,2019,25671,1,123,145.0,47.9,2.0
12318,2016,18112,1,18457,125.0,60.1,2.0
12319,2018,40092,1,11637,145.0,44.8,3.0
12320,2019,28266,1,2367,145.0,39.2,2.0
12321,2019,32170,1,3000,145.0,41.5,3.0
12322,2019,30850,1,7778,145.0,50.4,2.0
12323,2019,42830,1,8911,145.0,36.7,3.0
12324,2017,19548,0,20485,145.0,36.2,3.0
12325,2015,11209,0,41372,20.0,72.4,1.5
12326,2019,33520,1,3235,145.0,34.0,2.0
12327,2019,37540,1,4002,145.0,42.8,2.0
12328,2019,23920,0,3156,145.0,60.1,2.0
12329,2019,28970,1,5402,145.0,60.1,2.0
12330,2016,16892,1,24435,30.0,64.2,2.0
12331,2019,26352,1,3334,145.0,65.7,2.0
12332,2019,39263,1,6170,145.0,40.9,3.0
12333,2019,34442,1,16935,145.0,47.9,3.0
12334,2017,17491,0,25818,125.0,60.1,2.0
12335,2018,17722,0,19571,145.0,52.3,1.5
12336,2020,35440,1,600,145.0,36.2,2.0
12337,2019,28955,1,5313,145.0,48.7,2.0
12338,2019,57680,1,1405,145.0,24.8,3.0
12339,2019,67120,1,10,145.0,33.6,3.0
12340,2019,27596,1,12608,145.0,52.3,2.0
12341,2019,24600,1,7072,145.0,40.4,1.5
12342,2019,39600,1,10850,145.0,43.5,3.0
12343,2019,25460,1,5440,145.0,60.1,2.0
12344,2019,36380,1,5799,145.0,53.3,3.0
12345,2019,26580,1,13216,145.0,60.1,2.0
12346,2019,19880,1,7916,145.0,51.4,2.0
12347,2017,16202,1,52590,125.0,60.1,2.0
12348,2017,16514,1,60792,145.0,55.4,2.0
12349,2016,31362,1,34356,200.0,47.1,3.0
12350,2019,42460,1,2188,145.0,26.9,3.0
12351,2019,38050,1,2269,145.0,51.4,3.0
12352,2019,27990,1,1000,145.0,56.5,3.0
12353,2019,49990,1,751,145.0,27.2,3.0
12354,2016,20990,1,32040,145.0,54.3,2.0
12355,2020,30137,1,16,150.0,60.1,2.0
12356,2019,21773,1,123,145.0,49.6,2.0
12357,2019,20600,1,143,145.0,70.6,2.0
12358,2019,21773,1,123,145.0,49.6,2.0
12359,2019,20638,0,123,145.0,51.4,2.0
12360,2019,20638,0,123,145.0,51.4,2.0
12361,2019,22773,1,153,145.0,49.6,2.0
12362,2017,22973,1,46363,145.0,54.3,2.0
12363,2017,21995,1,18820,145.0,65.7,2.0
12364,2016,15500,1,52061,30.0,65.7,2.0
12365,2019,25976,0,1357,145.0,53.3,2.0
12366,2019,28150,1,6950,145.0,58.9,2.0
12367,2019,37990,1,8526,145.0,40.9,3.0
12368,2019,21600,1,5000,145.0,48.7,2.0
12369,2019,26566,1,6384,145.0,62.8,2.0
12370,2019,21460,0,7710,145.0,60.1,2.0
12371,2014,9352,0,63669,20.0,68.9,2.0
12372,2019,76970,1,10,145.0,31.4,3.0
12373,2020,23380,1,666,145.0,51.4,2.0
12374,2020,48630,1,99,145.0,34.0,3.0
12375,2018,21792,1,9807,145.0,65.7,2.0
12376,2019,28013,1,7165,145.0,41.5,2.0
12377,2019,34222,1,2973,145.0,30.4,2.0
12378,2019,21990,1,2500,145.0,39.2,1.5
12379,2019,24990,1,1000,145.0,48.7,2.0
12380,2016,18995,1,34274,145.0,54.3,2.0
12381,2017,26692,1,18673,145.0,47.1,3.0
12382,2019,31175,0,123,145.0,46.3,2.0
12383,2019,31356,1,123,145.0,48.7,2.0
12384,2017,15500,0,53248,145.0,65.7,2.0
12385,2014,18000,1,67455,160.0,50.4,3.0
12386,2016,12965,1,23899,30.0,58.9,1.5
12387,2013,10965,1,37808,30.0,64.2,2.0
12388,2019,19965,1,14153,145.0,64.2,2.0
12389,2016,17498,0,19060,125.0,58.9,2.0
12390,2016,17367,0,18361,125.0,58.9,2.0
12391,2019,24790,1,3414,145.0,37.7,2.0
12392,2019,24240,1,1415,145.0,49.6,2.0
12393,2015,16680,1,70864,150.0,54.3,2.0
12394,2017,12390,1,42852,20.0,72.4,1.5
12395,2016,14890,1,29840,30.0,65.7,2.0
12396,2019,22990,0,5023,145.0,53.3,2.0
12397,2019,18260,0,5328,145.0,44.1,1.5
12398,2019,24990,1,8458,145.0,51.4,2.0
12399,2019,55990,1,6222,145.0,34.9,3.0
12400,2019,22810,1,5984,145.0,48.7,2.0
12401,2019,21390,1,14380,145.0,47.1,2.0
12402,2019,19850,1,10649,145.0,49.6,2.0
12403,2019,26820,1,8598,145.0,60.1,2.0
12404,2019,27770,1,4050,145.0,60.1,2.0
12405,2013,8480,0,48681,150.0,47.9,1.6
12406,2016,17490,0,20516,125.0,58.9,2.0
12407,2017,17160,1,26213,145.0,47.9,2.0
12408,2017,16491,1,22080,145.0,48.7,2.0
12409,2019,25910,1,5029,145.0,48.7,2.0
12410,2019,27380,1,1940,145.0,65.7,2.0
12411,2019,64690,1,3000,145.0,26.4,3.0
12412,2019,48200,1,1500,145.0,29.1,3.0
12413,2019,68522,1,11330,145.0,33.2,3.0
12414,2019,25560,1,3000,145.0,62.8,2.0
12415,2019,30570,1,3067,145.0,49.6,2.0
12416,2019,32690,1,3000,145.0,58.9,2.0
12417,2019,27998,1,11658,150.0,48.7,2.0
12418,2017,20500,1,25190,145.0,39.8,3.0
12419,2017,21995,1,23000,145.0,39.8,3.0
12420,2017,20998,1,14992,145.0,39.8,3.0
12421,2015,16365,1,48812,160.0,51.4,3.0
12422,2019,20995,1,6004,145.0,65.7,2.0
12423,2013,15380,1,71522,300.0,38.2,3.0
12424,2017,14691,1,38326,145.0,51.4,2.0
12425,2014,9491,0,25174,20.0,68.9,2.0
12426,2016,10591,0,62674,20.0,72.4,2.0
12427,2018,15700,0,6889,145.0,57.6,1.5
12428,2016,12207,1,55293,20.0,74.3,2.0
12429,2017,14430,0,26818,145.0,49.6,1.5
12430,2017,19645,1,27900,150.0,64.2,2.0
12431,2018,19765,1,24965,145.0,48.7,2.0
12432,2015,12245,1,27721,30.0,64.2,2.0
12433,2016,10950,0,30341,20.0,72.4,1.5
12434,2013,6491,0,73000,0.0,74.3,1.6
12435,2017,15991,1,12887,145.0,55.4,1.5
12436,2014,13342,0,36849,160.0,44.8,2.0
12437,2018,28000,1,25411,145.0,60.1,3.0
12438,2014,10100,0,41738,30.0,62.8,2.0
12439,2020,65352,1,3158,145.0,26.4,3.0
12440,2019,31084,1,3096,145.0,36.2,2.0
12441,2018,18210,0,17672,145.0,46.3,2.0
12442,2016,19000,0,10267,200.0,43.5,2.0
12443,2016,17770,1,34290,125.0,57.6,2.0
12444,2019,19980,0,7113,145.0,51.4,1.5
12445,2017,20750,1,16977,200.0,39.8,3.0
12446,2016,13465,1,71203,125.0,60.1,2.0
12447,2016,13998,1,35441,30.0,65.7,2.0
12448,2017,14498,0,24719,150.0,67.3,2.0
12449,2019,24998,1,13957,150.0,52.3,2.0
12450,2016,16000,0,37201,125.0,58.9,2.0
12451,2017,17998,1,24253,150.0,64.2,2.0
12452,2015,12998,1,32435,20.0,68.9,1.5
12453,2015,16342,1,31383,160.0,47.1,2.0
12454,2014,10872,0,50716,160.0,51.4,2.0
12455,2016,19642,1,23575,125.0,60.1,2.0
12456,2017,33682,1,6431,145.0,54.3,3.0
12457,2013,14612,1,41114,125.0,57.6,3.0
12458,2015,18272,1,33864,125.0,60.1,2.0
12459,2017,19212,1,13301,145.0,57.7,2.0
12460,2014,11520,0,62828,125.0,61.4,2.0
12461,2014,11128,0,67232,125.0,57.6,2.0
12462,2015,9681,0,40176,145.0,50.4,1.6
12463,2017,12290,0,31268,150.0,72.4,1.5
12464,2016,16322,1,47254,125.0,61.4,2.0
12465,2018,27750,1,24460,145.0,60.1,3.0
12466,2019,42412,1,3414,145.0,37.2,3.0
12467,2017,37572,1,30573,300.0,34.0,3.0
12468,2018,20732,1,7856,145.0,64.2,2.0
12469,2018,29022,1,6716,145.0,56.5,2.0
12470,2016,33522,1,51536,235.0,42.8,3.0
12471,2019,31723,1,1129,145.0,60.1,2.0
12472,2018,28992,1,19625,145.0,53.3,3.0
12473,2016,17782,1,34942,30.0,65.7,2.0
12474,2016,10242,0,51577,30.0,57.6,1.5
12475,2017,17621,1,27531,30.0,65.7,2.0
12476,2018,14012,0,17143,150.0,38.7,1.5
12477,2019,27241,1,7657,150.0,49.6,2.0
12478,2016,31581,1,7658,205.0,47.1,3.0
12479,2016,19916,1,43525,160.0,51.4,3.0
12480,2019,22780,1,11944,145.0,44.8,2.0
12481,2019,88980,1,88,145.0,24.4,4.4
12482,2019,22446,1,10164,145.0,65.7,2.0
12483,2019,24016,1,4349,145.0,60.1,2.0
12484,2017,19836,1,28411,145.0,51.4,3.0
12485,2017,15582,1,10556,20.0,68.9,2.0
12486,2016,15342,0,37828,205.0,42.8,2.0
12487,2019,26830,1,4789,145.0,46.3,2.0
12488,2019,37980,1,3078,145.0,34.9,3.0
12489,2019,22380,1,9846,145.0,65.7,2.0
12490,2019,44980,1,7383,145.0,37.7,3.0
12491,2017,16980,0,24985,145.0,70.6,1.5
12492,2019,23980,1,8452,145.0,61.4,2.0
12493,2019,47980,1,339,145.0,34.5,3.0
12494,2018,18480,1,17402,145.0,47.9,2.0
12495,2019,27280,1,7311,145.0,42.2,2.0
12496,2019,26280,1,3646,145.0,48.7,2.0
12497,2019,18980,0,5500,145.0,42.8,1.5
12498,2019,35480,1,9000,145.0,54.3,2.0
12499,2019,17250,0,6824,145.0,53.3,1.5
12500,2019,17250,0,4028,145.0,53.3,1.5
12501,2019,17250,0,4122,145.0,53.3,1.5
12502,2019,17250,0,11699,145.0,53.3,1.5
12503,2019,25780,1,7004,145.0,45.6,2.0
12504,2019,26480,1,5130,145.0,65.7,2.0
12505,2019,18980,1,5992,145.0,50.4,2.0
12506,2019,40980,1,6250,145.0,43.5,3.0
12507,2019,25780,1,9326,145.0,65.7,2.0
12508,2019,25480,1,8042,145.0,65.7,2.0
12509,2017,19480,1,17610,145.0,48.7,2.0
12510,2019,30980,1,6332,145.0,54.3,2.0
12511,2016,11980,1,25204,30.0,58.9,1.5
12512,2017,17980,1,53850,150.0,57.6,2.0
12513,2018,16980,0,19853,150.0,64.2,2.0
12514,2020,39950,1,1204,150.0,33.6,3.0
12515,2016,15980,1,66037,30.0,65.7,2.0
12516,2019,74480,1,7278,145.0,31.4,3.0
12517,2019,28480,1,3282,145.0,39.8,2.0
12518,2019,25780,1,4418,150.0,48.7,2.0
12519,2019,27280,1,5231,145.0,48.7,2.0
12520,2016,18980,1,29902,145.0,53.3,3.0
12521,2017,29980,1,25101,150.0,47.9,3.0
12522,2020,29970,1,1241,145.0,60.1,2.0
12523,2020,28790,1,953,145.0,51.4,2.0
12524,2019,24280,0,1947,145.0,41.5,1.5
12525,2017,20480,1,26814,145.0,55.4,3.0
12526,2016,14880,0,19882,30.0,65.7,2.0
12527,2015,15480,1,50145,200.0,43.5,2.0
12528,2016,22480,1,25742,145.0,55.4,3.0
12529,2017,15280,1,14709,145.0,72.4,1.5
12530,2019,28170,1,9647,145.0,58.9,2.0
12531,2017,22322,1,42295,145.0,60.1,2.0
12532,2019,21670,1,7065,145.0,42.8,1.5
12533,2013,11200,1,10239,145.0,48.7,1.6
12534,2017,19980,1,26965,140.0,470.8,0.0
12535,2017,20092,1,25610,160.0,44.8,2.0
12536,2019,20190,0,4648,145.0,42.8,1.5
12537,2019,32790,1,3750,145.0,52.3,2.0
12538,2019,32970,1,467,145.0,38.7,2.0
12539,2019,21205,1,9148,145.0,50.4,1.5
12540,2019,29325,1,8859,145.0,50.4,2.0
12541,2017,19832,1,15242,145.0,57.6,2.0
12542,2017,36980,1,18231,145.0,42.8,3.0
12543,2015,14995,0,39000,125.0,58.9,2.0
12544,2014,9698,1,62121,125.0,60.1,2.0
12545,2017,17998,1,41604,150.0,55.4,2.0
12546,2017,20498,1,29319,200.0,39.8,3.0
12547,2017,22698,1,3209,160.0,44.8,2.0
12548,2014,15498,1,35822,165.0,51.4,3.0
12549,2017,20998,1,16216,150.0,55.4,2.0
12550,2019,31680,1,103,145.0,58.9,2.0
12551,2019,31790,1,8211,145.0,34.5,2.0
12552,2019,26413,0,12262,145.0,41.5,1.5
12553,2019,32400,1,7111,145.0,55.4,2.0
12554,2019,24000,1,5547,145.0,47.9,2.0
12555,2018,15291,0,16891,150.0,53.3,1.5
12556,2017,26191,1,37114,200.0,47.9,3.0
12557,2018,17899,1,40500,145.0,48.7,2.0
12558,2016,16117,0,25231,300.0,35.3,3.0
12559,2017,19830,1,39664,145.0,49.6,3.0
12560,2016,14017,0,12670,20.0,70.6,1.5
12561,2017,16498,0,16706,150.0,62.8,2.0
12562,2013,10298,0,60211,125.0,60.1,2.0
12563,2018,16998,0,4302,145.0,40.9,1.5
12564,2018,20998,1,18392,150.0,65.7,2.0
12565,2014,13750,1,20000,30.0,64.2,2.0
12566,2016,19250,1,37679,150.0,53.3,3.0
12567,2015,18555,1,51416,145.0,53.3,3.0
12568,2020,31003,1,2400,145.0,50.4,3.0
12569,2020,27003,1,1816,145.0,48.7,2.0
12570,2014,8690,0,51344,30.0,65.7,2.0
12571,2019,21097,1,7947,145.0,47.1,2.0
12572,2019,23997,1,8423,145.0,39.8,3.0
12573,2019,49990,1,5364,145.0,44.1,3.0
12574,2019,42650,1,4000,145.0,50.4,2.0
12575,2019,61797,1,4419,145.0,26.9,4.4
12576,2019,35991,1,8667,150.0,54.3,2.0
12577,2017,21490,1,25954,150.0,39.8,3.0
12578,2015,15361,0,43745,125.0,60.1,2.0
12579,2015,12110,0,54905,125.0,58.9,2.0
12580,2016,12180,0,56763,20.0,68.9,2.0
12581,2013,9527,1,60973,145.0,56.5,2.0
12582,2017,19990,1,27108,145.0,39.8,3.0
12583,2014,11491,0,64021,125.0,57.6,2.0
12584,2017,27399,1,23607,145.0,51.4,3.0
12585,2016,17980,1,32205,30.0,62.8,2.0
12586,2020,25480,1,24,145.0,60.1,2.0
12587,2020,20980,1,9,145.0,50.4,1.5
12588,2020,20980,1,12,145.0,50.4,1.5
12589,2019,21980,0,821,145.0,72.4,1.5
12590,2020,33490,1,101,145.0,42.8,2.0
12591,2020,26980,1,101,145.0,62.8,2.0
12592,2019,22480,1,6191,145.0,55.4,2.0
12593,2019,20980,0,8617,145.0,44.1,1.5
12594,2019,17980,1,8211,145.0,74.3,2.0
12595,2019,31990,1,9950,145.0,38.7,2.0
12596,2020,28993,1,101,145.0,61.4,2.0
12597,2020,49623,1,2024,145.0,34.0,3.0
