,year,price,transmission,mileage,tax,mpg,engineSize
51068,2018,24000,1,22200,145.0,47.9,0.0
51069,2019,28000,1,4305,145.0,37.2,1.5
51070,2019,27000,0,4812,145.0,47.9,2.0
51071,2015,12000,0,43101,190.0,48.7,2.0
51072,2017,25000,1,22253,145.0,49.6,2.0
51073,2015,14600,1,17819,165.0,49.6,2.0
51074,2018,17400,0,12006,150.0,58.9,2.0
51075,2019,25300,1,3304,145.0,45.6,2.0
51076,2020,32840,0,116,145.0,47.9,2.0
51077,2017,16489,0,26354,145.0,48.7,1.4
51078,2019,27349,1,18273,150.0,39.2,2.0
51079,2019,22595,1,4790,145.0,46.3,2.0
51080,2011,9985,1,25931,305.0,32.8,2.0
51081,2015,11985,1,41664,200.0,47.7,2.0
51082,2019,23975,1,4594,145.0,37.7,1.5
51083,2012,8000,1,98000,200.0,47.7,2.0
51084,2015,11795,0,39000,160.0,48.7,2.0
51085,2020,28500,1,1000,145.0,46.3,2.0
51086,2020,25000,0,1350,145.0,38.2,1.5
51087,2017,22000,1,37401,145.0,38.2,2.0
51088,2017,22300,1,24500,150.0,38.2,2.0
51089,2017,15995,0,29779,145.0,60.1,2.0
51090,2017,16425,1,36851,145.0,57.6,2.0
51091,2016,11999,0,38501,125.0,56.5,2.0
51092,2013,8999,0,49000,160.0,48.7,2.0
51093,2016,19450,1,18574,160.0,49.6,2.0
51094,2016,11899,0,55730,145.0,53.3,2.0
51095,2015,12799,0,42030,160.0,48.7,2.0
51096,2019,27950,1,4649,145.0,39.8,2.0
51097,2017,19999,0,48765,145.0,58.9,2.0
51098,2017,16950,0,29946,125.0,58.9,2.0
51099,2016,16549,1,34911,125.0,57.6,2.0
51100,2017,17499,1,17400,150.0,49.6,2.0
51101,2017,16450,0,36500,125.0,60.1,2.0
51102,2019,27950,1,2000,145.0,39.8,2.0
51103,2019,23950,0,2000,145.0,38.2,1.5
51104,2015,13395,0,62370,145.0,53.3,2.0
51105,2018,17990,0,17961,145.0,46.3,1.4
51106,2013,8990,0,67800,145.0,53.3,2.0
51107,2018,21950,1,15261,145.0,40.4,1.4
51108,2016,17450,1,27847,160.0,49.6,2.0
51109,2016,17450,1,28614,160.0,49.6,2.0
51110,2016,14990,1,30735,160.0,49.6,2.0
51111,2019,22990,1,5348,150.0,37.7,1.5
51112,2018,28940,1,12908,150.0,44.1,2.0
51113,2018,19390,0,12755,145.0,48.7,1.4
51114,2017,18990,1,12857,145.0,49.6,2.0
51115,2020,36100,1,50,145.0,39.8,2.0
51116,2016,15940,0,34214,160.0,50.4,2.0
51117,2018,23495,0,12535,145.0,58.9,2.0
51118,2017,17840,0,25152,150.0,50.4,2.0
51119,2017,17749,0,14834,145.0,46.3,1.4
51120,2019,28695,1,8192,145.0,39.8,2.0
51121,2018,18490,1,32831,145.0,57.6,2.0
51122,2019,30600,1,6310,145.0,35.3,2.0
51123,2018,22490,0,14448,145.0,50.4,2.0
51124,2017,24490,1,16953,145.0,49.6,2.0
51125,2017,24249,1,26704,145.0,49.6,2.0
51126,2016,15995,0,31000,125.0,58.9,2.0
51127,2017,20790,0,27366,145.0,58.9,2.0
51128,2016,16990,0,36743,150.0,48.7,1.4
51129,2017,22790,1,51900,150.0,49.6,2.0
51130,2018,18490,0,14522,150.0,46.3,1.4
51131,2017,20990,1,20495,160.0,49.6,2.0
51132,2019,27990,1,1881,145.0,39.8,2.0
51133,2017,23490,1,22803,160.0,49.6,2.0
51134,2017,18990,0,23823,165.0,50.4,2.0
51135,2018,24890,1,13346,145.0,49.6,2.0
51136,2017,17790,0,27897,150.0,58.9,2.0
51137,2019,31790,1,10264,145.0,39.2,2.0
51138,2017,17990,0,17138,160.0,50.4,2.0
51139,2016,19490,0,29130,160.0,50.4,2.0
51140,2017,14990,0,63912,150.0,58.9,2.0
51141,2016,16490,0,26685,165.0,50.4,2.0
51142,2018,24990,1,37500,150.0,49.6,2.0
51143,2017,21990,1,28531,150.0,49.6,2.0
51144,2017,26490,1,19772,145.0,49.6,2.0
51145,2018,18490,0,22000,150.0,46.3,1.4
51146,2018,26490,1,25027,145.0,49.6,2.0
51147,2018,21790,1,50971,145.0,49.6,2.0
51148,2018,19490,0,26914,145.0,50.4,2.0
51149,2020,33990,0,2489,145.0,42.8,2.0
51150,2017,24990,1,29270,145.0,57.6,2.0
51151,2016,22490,1,20303,165.0,49.6,2.0
51152,2014,9990,0,53088,150.0,53.3,2.0
51153,2011,7490,0,55704,205.0,42.2,1.4
51154,2015,9990,0,53530,150.0,53.3,2.0
51155,2008,5490,0,87643,265.0,39.2,2.0
51156,2012,8995,1,66150,200.0,47.7,2.0
51157,2010,8999,1,57549,300.0,39.8,2.0
51158,2014,10495,1,60000,200.0,47.7,2.0
51159,2010,4450,0,113000,220.0,44.1,2.0
51160,2018,16995,0,37490,145.0,58.9,2.0
51161,2011,7000,0,105625,300.0,33.2,2.0
51162,2016,17999,0,27288,125.0,58.9,2.0
51163,2017,22399,0,12188,160.0,50.4,2.0
51164,2019,23299,1,18604,145.0,45.6,2.0
51165,2010,7275,0,60000,235.0,44.1,2.0
51166,2015,10990,0,39669,145.0,53.3,2.0
51167,2015,13399,1,56288,160.0,49.6,2.0
51168,2018,22490,1,14100,150.0,40.4,1.4
51169,2015,13999,1,55287,160.0,49.6,2.0
51170,2012,10499,1,44422,200.0,47.7,2.0
51171,2017,15499,0,38170,145.0,58.9,2.0
51172,2017,16690,0,34254,145.0,46.3,1.4
51173,2019,20490,0,10044,145.0,40.9,1.5
51174,2017,17599,0,40210,145.0,58.9,2.0
51175,2017,18899,1,32878,145.0,57.6,2.0
51176,2017,17990,0,25479,160.0,50.4,2.0
51177,2017,17490,1,35799,145.0,57.6,2.0
51178,2016,15980,0,44202,165.0,50.4,2.0
51179,2017,18899,1,22489,125.0,57.6,2.0
51180,2017,16499,0,10250,145.0,58.9,2.0
51181,2019,21490,0,100,145.0,49.6,2.0
51182,2019,28000,1,5647,145.0,45.6,2.0
51183,2019,24000,1,6779,145.0,39.8,2.0
51184,2019,26790,1,2870,145.0,45.6,2.0
51185,2019,30890,0,4707,150.0,42.8,2.0
51186,2019,35480,1,5500,150.0,35.3,2.0
51187,2017,18650,0,17411,145.0,48.7,1.4
51188,2018,16499,0,16333,145.0,60.1,2.0
51189,2015,13799,1,52997,200.0,47.1,2.0
51190,2016,12490,0,49000,145.0,53.3,2.0
51191,2019,23390,0,9817,145.0,47.9,2.0
51192,2016,16400,0,49499,125.0,58.9,2.0
51193,2017,17900,0,20488,145.0,48.7,1.4
51194,2017,18399,0,29800,125.0,58.9,2.0
51195,2017,21780,0,33187,145.0,50.4,2.0
51196,2020,29000,1,4444,145.0,39.8,2.0
51197,2016,21790,1,41636,160.0,49.6,2.0
51198,2019,29790,0,8440,150.0,47.9,2.0
51199,2018,21500,1,20007,150.0,49.6,2.0
51200,2012,11995,0,37000,160.0,48.7,2.0
51201,2012,9995,0,48000,160.0,48.7,2.0
51202,2016,10295,0,88110,145.0,53.3,2.0
51203,2018,21750,1,16457,150.0,49.6,2.0
51204,2019,27400,1,9253,145.0,39.8,2.0
51205,2019,27400,1,11992,145.0,45.6,2.0
51206,2017,18250,0,19156,125.0,58.9,2.0
51207,2018,21500,1,10776,150.0,57.6,2.0
51208,2018,21500,1,20112,150.0,49.6,2.0
51209,2019,29970,1,8443,145.0,35.3,2.0
51210,2014,12995,1,55222,200.0,47.1,2.0
51211,2020,31490,1,4444,145.0,31.4,2.0
51212,2019,24989,1,14488,150.0,40.4,2.0
51213,2017,22989,1,29369,150.0,57.6,2.0
51214,2013,13000,1,48980,205.0,47.1,2.0
51215,2018,19995,0,11003,145.0,47.9,2.0
51216,2016,22980,1,37854,240.0,38.2,2.0
51217,2013,9990,0,57421,200.0,47.1,2.0
51218,2019,24989,1,13146,150.0,40.4,2.0
51219,2019,27850,1,13067,150.0,39.8,2.0
51220,2016,15499,0,44496,145.0,53.3,2.0
51221,2019,20449,0,12229,145.0,40.9,1.5
51222,2019,24999,1,8491,145.0,36.2,1.5
51223,2020,25000,1,3000,150.0,37.7,1.5
51224,2019,31000,1,11707,145.0,35.3,2.0
51225,2019,32249,1,5000,145.0,31.4,2.0
51226,2019,21990,0,9234,145.0,47.9,2.0
51227,2019,29994,1,5000,145.0,47.9,2.0
51228,2019,25000,0,7000,145.0,47.9,2.0
51229,2019,27990,1,8496,145.0,45.6,2.0
51230,2019,25470,1,9680,145.0,40.4,2.0
51231,2017,17790,0,21507,145.0,48.7,1.4
51232,2015,12188,0,29112,160.0,48.7,2.0
51233,2019,27000,1,6000,150.0,45.6,2.0
51234,2018,18750,0,24437,150.0,50.4,2.0
51235,2019,32000,1,8500,150.0,39.2,2.0
51236,2008,6750,1,57000,300.0,37.7,2.0
51237,2017,18000,0,20400,150.0,48.7,1.4
51238,2019,30000,1,6700,150.0,31.0,2.0
51239,2014,10495,0,43636,165.0,48.7,2.0
51240,2019,23000,0,12900,145.0,47.9,2.0
51241,2019,26000,1,6000,145.0,40.4,2.0
51242,2017,18000,1,44000,145.0,49.6,2.0
51243,2015,13495,1,32000,200.0,47.7,2.0
51244,2008,4980,0,72000,325.0,31.7,2.0
51245,2016,17500,1,20723,165.0,49.6,2.0
51246,2009,5395,0,91000,260.0,39.2,2.0
51247,2016,11500,0,44294,150.0,53.3,2.0
51248,2014,10100,0,43927,165.0,48.7,2.0
51249,2015,15250,0,25810,150.0,53.3,2.0
51250,2015,12000,1,40417,205.0,47.7,2.0
51251,2017,18000,1,46912,125.0,57.6,2.0
51252,2014,14890,1,14000,205.0,47.7,2.0
51253,2017,13750,0,67222,125.0,58.9,2.0
51254,2009,6995,0,59000,240.0,44.1,2.0
51255,2019,24995,1,12000,145.0,46.3,2.0
51256,2018,22999,1,15325,145.0,45.6,2.0
51257,2016,17495,1,35710,165.0,49.6,2.0
51258,2019,23995,1,6000,145.0,37.7,1.5
51259,2018,19995,0,3283,150.0,46.3,1.4
51260,2015,11495,0,35603,145.0,53.3,2.0
51261,2019,31495,1,2800,145.0,31.4,2.0
51262,2019,43995,1,2927,150.0,30.4,2.0
51263,2016,11995,0,11000,145.0,53.3,2.0
51264,2019,23490,0,2430,145.0,40.4,2.0
51265,2017,17500,0,21234,145.0,48.7,1.4
51266,2017,25995,1,9505,235.0,38.2,2.0
51267,2017,25995,1,22801,235.0,38.2,2.0
51268,2012,10990,1,38000,205.0,47.7,2.0
51269,2017,22795,1,39797,145.0,49.6,2.0
51270,2017,26995,1,11363,145.0,38.2,2.0
51271,2019,29995,1,4229,145.0,30.4,2.0
51272,2017,25000,1,11700,150.0,38.2,2.0
51273,2018,16950,0,30220,145.0,58.9,2.0
51274,2015,15499,1,25958,155.0,49.6,2.0
51275,2011,10000,1,53373,205.0,47.7,2.0
51276,2019,19299,1,15798,145.0,42.2,2.0
51277,2018,23000,1,13616,145.0,54.3,2.0
51278,2017,19500,1,28000,145.0,54.3,2.0
51279,2019,18899,1,13524,145.0,42.2,2.0
51280,2019,25995,1,11608,145.0,41.5,2.0
51281,2018,22495,1,13802,145.0,54.3,2.0
51282,2018,23485,1,6196,145.0,41.5,2.0
51283,2020,30790,1,2500,145.0,41.5,2.0
51284,2016,15995,0,54636,125.0,56.5,2.0
51285,2019,26295,0,5200,145.0,43.5,2.0
51286,2018,22650,0,17291,145.0,43.5,2.0
51287,2019,28999,0,50,145.0,43.5,2.0
51288,2019,26990,0,307,145.0,43.5,2.0
51289,2019,29995,1,3000,145.0,40.9,2.0
51290,2018,21498,0,5559,145.0,35.3,1.4
51291,2019,29995,1,3000,145.0,40.9,2.0
51292,2019,22798,0,14453,145.0,43.5,2.0
51293,2019,27698,1,10,145.0,40.9,2.0
51294,2019,23495,0,18,145.0,43.5,2.0
51295,2019,22798,0,13166,145.0,43.5,2.0
51296,2019,24698,0,25,145.0,43.5,2.0
51297,2019,22798,0,12221,145.0,43.5,2.0
51298,2019,18998,0,15772,145.0,35.8,1.4
51299,2018,20798,0,7721,145.0,35.3,1.4
51300,2019,26950,1,5,150.0,41.5,2.0
51301,2019,25989,1,9415,145.0,40.9,2.0
51302,2019,29989,1,9800,145.0,41.5,2.0
51303,2019,22989,1,10817,145.0,41.5,2.0
51304,2019,26995,0,207,145.0,43.5,2.0
51305,2020,21998,0,741,150.0,43.5,2.0
51306,2019,21998,0,9911,145.0,35.3,1.4
51307,2019,24698,0,50,145.0,43.5,2.0
51308,2018,21291,0,4416,145.0,56.5,2.0
51309,2019,28491,1,10000,145.0,40.9,2.0
51310,2019,28995,0,19,145.0,43.5,2.0
51311,2019,22995,1,1485,145.0,41.5,2.0
51312,2019,23998,0,2461,145.0,43.5,2.0
51313,2015,9120,1,70744,160.0,49.6,2.0
51314,2016,17971,0,22611,125.0,56.5,2.0
51315,2018,17290,0,44000,145.0,56.5,2.0
51316,2017,21500,1,24498,145.0,53.3,2.0
51317,2019,24995,1,3556,145.0,41.5,2.0
51318,2019,21999,0,10493,145.0,43.5,2.0
51319,2019,29995,1,5019,145.0,40.9,2.0
51320,2017,19495,1,18708,145.0,54.3,2.0
51321,2019,25965,1,9640,145.0,41.5,2.0
51322,2019,26499,0,5000,145.0,43.5,2.0
51323,2019,21499,0,10287,145.0,43.5,2.0
51324,2019,28199,1,2001,145.0,41.5,2.0
51325,2019,22995,0,17303,145.0,43.5,2.0
51326,2019,28999,1,6000,145.0,40.9,2.0
51327,2018,22499,1,13248,145.0,42.8,1.4
51328,2019,25999,1,8968,145.0,40.9,2.0
51329,2019,24495,1,9566,145.0,41.5,2.0
51330,2019,26995,1,3000,145.0,32.5,1.4
51331,2016,18400,1,20041,145.0,54.3,2.0
51332,2019,27990,1,998,145.0,32.5,1.4
51333,2018,21421,1,19140,145.0,32.5,1.4
51334,2017,18998,0,26065,145.0,44.1,1.4
51335,2018,20995,1,10112,145.0,41.5,2.0
51336,2019,24724,1,12980,145.0,41.5,2.0
51337,2019,27991,1,50,145.0,32.5,1.4
51338,2019,27990,1,10296,145.0,40.9,2.0
51339,2019,23846,1,11855,145.0,41.5,2.0
51340,2016,14900,0,37244,125.0,56.5,2.0
51341,2019,20906,1,11169,145.0,42.2,2.0
51342,2019,21882,0,14641,145.0,35.3,1.4
51343,2019,23706,1,15751,145.0,41.5,2.0
51344,2016,17381,0,20069,125.0,56.5,2.0
51345,2019,23554,0,13129,145.0,43.5,2.0
51346,2019,24186,0,10053,145.0,43.5,2.0
51347,2019,18582,0,14958,145.0,44.8,2.0
51348,2018,23642,1,10423,145.0,41.5,2.0
51349,2016,16862,0,24000,125.0,56.5,2.0
51350,2020,31391,1,2930,145.0,40.9,2.0
51351,2019,27980,1,3175,145.0,41.5,2.0
51352,2017,19932,0,13096,145.0,56.5,2.0
51353,2019,23891,1,4987,145.0,41.5,2.0
51354,2019,28000,1,1694,145.0,41.5,2.0
51355,2019,19192,0,13055,145.0,44.8,2.0
51356,2019,24795,1,7552,145.0,32.5,1.4
51357,2019,24114,1,13287,145.0,41.5,2.0
51358,2016,17995,1,26000,145.0,54.3,2.0
51359,2019,22741,0,15434,145.0,43.5,2.0
51360,2020,27990,1,1000,145.0,40.9,2.0
51361,2019,28890,1,6944,145.0,41.5,2.0
51362,2019,29050,1,4375,145.0,40.9,2.0
51363,2017,19491,0,14811,145.0,56.5,2.0
51364,2017,16391,1,47445,150.0,54.3,2.0
51365,2020,30000,1,2000,145.0,40.9,2.0
51366,2019,25690,0,1408,145.0,43.5,2.0
51367,2017,17990,0,20856,125.0,56.5,2.0
51368,2019,24186,1,11548,145.0,41.5,2.0
51369,2019,22750,0,15375,145.0,43.5,2.0
51370,2016,16998,0,16369,125.0,56.5,2.0
51371,2019,23695,1,6097,145.0,41.5,2.0
51372,2019,19990,1,13342,145.0,42.2,2.0
51373,2019,19990,1,16106,145.0,42.2,2.0
51374,2019,26990,1,6101,150.0,40.9,2.0
51375,2019,26490,1,19,145.0,41.5,2.0
51376,2019,23995,1,20,145.0,41.5,2.0
51377,2019,26490,1,13124,145.0,40.9,2.0
51378,2019,26990,1,25,145.0,32.5,1.4
51379,2019,26990,0,5000,145.0,43.5,2.0
51380,2019,24990,1,21,150.0,41.5,2.0
51381,2017,17995,1,34333,145.0,54.3,2.0
51382,2019,24987,0,2464,145.0,35.3,1.4
51383,2017,17031,0,50551,125.0,56.5,2.0
51384,2019,23676,0,15141,145.0,43.5,2.0
51385,2019,17446,0,15068,145.0,44.8,2.0
51386,2020,30950,1,1000,150.0,40.9,2.0
51387,2018,19850,1,19966,145.0,54.3,2.0
51388,2016,16950,0,26249,125.0,56.5,2.0
51389,2018,21350,1,19549,145.0,54.3,2.0
51390,2016,17998,0,7056,125.0,56.5,2.0
51391,2019,19990,1,14789,145.0,42.2,2.0
51392,2017,16998,0,31011,165.0,44.1,1.4
51393,2019,27450,1,3669,145.0,40.9,2.0
51394,2019,26990,1,8121,145.0,40.9,2.0
51395,2019,25990,1,4538,145.0,41.5,2.0
51396,2019,25000,0,8056,145.0,43.5,2.0
51397,2016,14490,0,26244,165.0,50.4,2.0
51398,2019,24490,0,3994,145.0,35.3,1.4
51399,2019,21990,1,2188,150.0,41.5,2.0
51400,2019,18490,1,15618,150.0,42.2,2.0
51401,2019,19990,1,12738,145.0,42.2,2.0
51402,2019,22990,1,2500,145.0,33.2,1.4
51403,2016,16750,0,19861,125.0,56.5,2.0
51404,2019,23095,1,4665,145.0,42.2,2.0
51405,2019,28980,1,5121,145.0,32.5,1.4
51406,2018,22444,1,7094,145.0,54.3,2.0
51407,2019,26490,1,25,145.0,41.5,2.0
51408,2019,22990,0,11901,150.0,43.5,2.0
51409,2016,16490,0,27622,125.0,56.5,2.0
51410,2016,17995,1,27491,145.0,54.3,2.0
51411,2017,16710,0,30947,125.0,56.5,2.0
51412,2016,17250,0,29642,125.0,56.5,2.0
51413,2017,17992,0,29987,125.0,56.5,2.0
51414,2016,16750,0,25310,125.0,56.5,2.0
51415,2019,25450,1,5000,145.0,32.5,1.4
51416,2019,22990,1,9277,145.0,41.5,2.0
51417,2013,12489,1,52311,165.0,49.6,2.0
51418,2017,17480,0,29378,125.0,56.5,2.0
51419,2017,15490,0,61011,125.0,56.5,2.0
51420,2019,29900,1,5000,145.0,41.5,2.0
51421,2019,27750,1,2500,145.0,41.5,2.0
51422,2016,19290,1,23235,145.0,54.3,2.0
51423,2019,23290,1,9277,145.0,41.5,2.0
51424,2019,27990,1,770,145.0,40.9,2.0
51425,2019,26990,1,4323,145.0,40.9,2.0
51426,2019,25780,1,14000,145.0,40.9,2.0
51427,2019,32750,1,2000,145.0,40.9,2.0
51428,2019,28490,1,6000,145.0,41.5,2.0
51429,2017,19990,0,29409,145.0,56.5,2.0
51430,2019,19990,1,13461,145.0,42.2,2.0
51431,2019,23490,1,15391,150.0,32.5,1.4
51432,2019,28490,1,6000,145.0,41.5,2.0
51433,2019,21450,1,13461,145.0,42.2,2.0
51434,2019,27490,1,6000,145.0,32.5,1.4
51435,2019,25490,1,1438,145.0,32.5,1.4
51436,2014,10891,1,64024,165.0,49.6,2.0
51437,2019,23646,0,11565,145.0,43.5,2.0
51438,2018,19606,0,18643,145.0,56.5,2.0
51439,2014,10222,0,72114,160.0,50.4,2.0
51440,2019,23500,0,3000,145.0,43.5,2.0
51441,2019,19690,1,10100,145.0,42.2,2.0
51442,2019,23990,1,11800,145.0,32.5,1.4
51443,2019,23500,1,12307,145.0,41.5,2.0
51444,2019,26990,1,8602,145.0,41.5,2.0
51445,2019,24290,1,13492,145.0,41.5,2.0
51446,2016,20490,1,11110,145.0,54.3,2.0
51447,2020,28990,1,746,145.0,32.5,1.4
51448,2019,24690,1,13492,145.0,41.5,2.0
51449,2016,19290,1,27515,145.0,54.3,2.0
51450,2017,17391,0,23373,125.0,56.5,2.0
51451,2019,24590,1,10753,145.0,41.5,2.0
51452,2019,18989,0,12420,145.0,35.8,1.4
51453,2019,23799,1,3504,145.0,32.5,1.4
51454,2019,25995,1,4000,145.0,41.5,2.0
51455,2019,23995,0,2800,145.0,43.5,2.0
51456,2020,29491,1,2053,150.0,41.5,2.0
51457,2014,13690,0,40476,200.0,48.7,2.0
51458,2019,27490,1,1000,145.0,41.5,2.0
51459,2017,17891,1,32906,145.0,54.3,2.0
51460,2020,34990,1,2000,150.0,40.9,2.0
51461,2017,14995,1,32203,150.0,54.3,2.0
51462,2017,19991,1,15352,150.0,54.3,2.0
51463,2016,15490,0,44454,125.0,56.5,2.0
51464,2019,23540,1,12487,145.0,41.5,2.0
51465,2019,26499,1,4450,145.0,41.5,2.0
51466,2018,23499,1,12500,145.0,41.5,2.0
51467,2017,21499,1,5855,145.0,54.3,2.0
51468,2019,26499,1,349,145.0,32.5,1.4
51469,2016,17595,0,17727,125.0,56.5,2.0
51470,2020,36999,1,250,145.0,32.5,1.4
51471,2019,23299,1,15,145.0,42.2,2.0
51472,2019,27999,1,5000,145.0,32.5,1.4
51473,2019,23799,1,9297,145.0,41.5,2.0
51474,2018,18995,0,23350,145.0,44.1,1.4
51475,2019,26990,1,11512,145.0,40.9,2.0
51476,2019,21941,1,17690,150.0,41.5,2.0
51477,2019,19745,0,10047,145.0,35.8,1.4
51478,2019,18795,0,13702,145.0,35.8,1.4
51479,2018,25500,1,836,145.0,54.3,2.0
51480,2019,21999,1,15811,145.0,41.5,2.0
51481,2019,27499,1,4788,145.0,32.5,1.4
51482,2016,19000,0,11900,125.0,56.5,2.0
51483,2018,19900,0,23200,145.0,56.5,2.0
51484,2019,27000,1,5000,145.0,40.9,2.0
51485,2017,19700,1,29000,145.0,42.8,1.4
51486,2019,21999,0,13258,145.0,43.5,2.0
51487,2019,25999,1,1144,145.0,41.5,2.0
51488,2019,22499,0,9232,145.0,43.5,2.0
51489,2016,16699,1,31683,145.0,54.3,2.0
51490,2017,16500,1,37074,145.0,54.3,2.0
51491,2015,14000,1,64442,200.0,47.9,2.0
51492,2016,16940,1,47612,145.0,53.3,2.0
51493,2019,27552,1,3998,145.0,40.9,2.0
51494,2018,18997,1,16919,145.0,54.3,2.0
51495,2017,17200,0,9286,125.0,56.5,2.0
51496,2016,16500,0,39870,125.0,56.5,2.0
51497,2016,16500,0,35776,125.0,56.5,2.0
51498,2016,17700,1,30625,145.0,54.3,2.0
51499,2015,13689,0,33052,165.0,50.4,2.0
51500,2020,29950,1,1000,145.0,41.5,2.0
51501,2019,19450,1,14000,145.0,42.2,2.0
51502,2019,22490,0,15672,145.0,43.5,2.0
51503,2015,11995,1,47000,160.0,49.6,2.0
51504,2013,9500,1,51700,155.0,49.6,2.0
51505,2016,15299,0,45372,125.0,56.5,2.0
51506,2013,9990,0,59305,165.0,49.6,2.0
51507,2016,16499,0,33865,125.0,56.5,2.0
51508,2011,9495,0,100000,150.0,50.4,2.0
51509,2019,21779,0,14020,150.0,43.5,2.0
51510,2019,26380,1,1200,145.0,41.5,2.0
51511,2015,15490,1,29000,160.0,49.6,2.0
51512,2019,22880,1,13656,145.0,41.5,2.0
51513,2015,10295,1,76050,160.0,49.6,2.0
51514,2016,16990,0,22000,125.0,56.5,2.0
51515,2018,17490,0,45000,145.0,56.5,2.0
51516,2019,22950,0,12979,150.0,43.5,2.0
51517,2017,16250,1,35912,150.0,54.3,2.0
51518,2019,22650,1,15048,145.0,41.5,2.0
51519,2019,27000,1,4444,145.0,41.5,2.0
51520,2006,4990,0,38511,555.0,29.1,2.0
51521,2001,3490,0,68010,330.0,30.1,2.0
51522,2019,23989,1,6676,150.0,41.5,2.0
51523,2019,22490,1,13037,145.0,41.5,2.0
51524,2019,19490,1,16827,145.0,42.2,2.0
51525,2019,22390,0,14053,145.0,43.5,2.0
51526,2016,16990,1,30000,145.0,54.3,2.0
51527,2017,20990,1,20000,150.0,53.3,2.0
51528,2019,24000,1,17160,145.0,41.5,2.0
51529,2019,21000,1,16609,145.0,42.2,2.0
51530,2019,25494,1,2089,145.0,32.5,1.4
51531,2011,4440,0,131000,165.0,50.4,2.0
51532,2016,19995,0,3854,150.0,56.5,2.0
51533,2019,28495,1,2500,145.0,32.5,1.4
51534,2013,11350,1,43100,165.0,49.6,2.0
51535,2017,17500,1,35100,145.0,54.3,2.0
51536,2020,10791,0,4242,145.0,54.3,1.0
51537,2019,10493,0,5425,145.0,54.3,1.0
51538,2016,6495,1,41088,20.0,64.2,1.0
51539,2019,9493,0,4525,145.0,54.3,1.0
51540,2014,5695,0,27864,20.0,62.8,1.0
51541,2013,4495,0,52524,20.0,62.8,1.0
51542,2019,9890,0,254,145.0,54.3,1.0
51543,2016,6080,0,37000,20.0,62.8,1.0
51544,2015,6290,0,37500,20.0,62.8,1.0
51545,2020,11990,0,100,145.0,50.4,1.0
51546,2014,5998,0,42531,20.0,60.1,1.0
51547,2016,8695,0,17000,0.0,67.3,1.0
51548,2020,12695,0,10,145.0,51.4,1.0
51549,2017,7695,0,34000,20.0,64.2,1.0
51550,2019,11995,0,1224,145.0,54.3,1.0
51551,2019,11995,0,774,145.0,64.2,1.0
51552,2018,11995,0,12000,145.0,50.4,1.0
51553,2019,9995,0,100,145.0,62.8,1.0
51554,2017,7995,0,22340,150.0,64.2,1.0
51555,2016,7498,0,12751,20.0,64.2,1.0
51556,2019,9885,0,10,145.0,54.3,1.0
51557,2014,4200,0,54619,20.0,62.8,1.0
51558,2014,4495,0,28928,20.0,62.8,1.0
51559,2016,5995,0,36429,20.0,62.8,1.0
51560,2015,5698,0,42870,20.0,62.8,1.0
51561,2018,11790,0,22417,145.0,50.4,1.0
51562,2019,10290,0,5000,145.0,54.3,1.0
51563,2017,6990,0,21483,20.0,64.2,1.0
51564,2019,12490,1,4500,145.0,52.3,1.0
51565,2013,5990,0,29986,20.0,60.1,1.0
51566,2020,11690,0,2500,145.0,51.4,1.0
51567,2018,7990,0,1171,145.0,54.3,1.0
51568,2015,5885,0,42381,20.0,62.8,1.0
51569,2013,6295,0,11368,20.0,60.1,1.0
51570,2018,7777,0,19411,145.0,64.2,1.0
51571,2015,6298,0,35653,20.0,60.1,1.0
51572,2016,6898,0,26902,20.0,64.2,1.0
51573,2019,9498,0,10,150.0,54.3,1.0
51574,2015,5298,0,21695,20.0,62.8,1.0
51575,2018,9495,0,12146,145.0,60.1,1.0
51576,2018,8495,0,6122,150.0,68.9,1.0
51577,2016,6295,0,8508,20.0,62.8,1.0
51578,2017,6562,0,42998,145.0,64.2,1.0
51579,2017,7495,0,11124,20.0,64.2,1.0
51580,2017,6999,0,14000,145.0,64.2,1.0
51581,2017,8495,0,29540,20.0,60.1,1.0
51582,2019,9495,0,3851,145.0,54.3,1.0
51583,2017,7495,0,11124,20.0,64.2,1.0
51584,2018,9495,0,12146,145.0,60.1,1.0
51585,2017,8495,0,29540,20.0,60.1,1.0
51586,2017,7499,0,14032,20.0,64.2,1.0
51587,2019,9895,0,3074,145.0,54.3,1.0
51588,2017,7295,0,14163,145.0,64.2,1.0
51589,2019,9495,0,100,145.0,54.3,1.0
51590,2016,7995,0,21462,20.0,64.2,1.0
51591,2020,10990,0,10,150.0,51.4,1.0
51592,2019,9495,0,3851,145.0,54.3,1.0
51593,2019,9895,0,3074,145.0,54.3,1.0
51594,2016,7995,0,21462,20.0,64.2,1.0
51595,2015,5298,0,54005,20.0,60.1,1.0
51596,2016,6777,0,27751,20.0,64.2,1.0
51597,2015,6298,0,19367,20.0,62.8,1.0
51598,2016,6495,0,12600,20.0,62.8,1.0
51599,2016,6495,0,15769,20.0,64.2,1.0
51600,2016,6495,0,12600,20.0,62.8,1.0
51601,2019,10698,0,12,145.0,54.3,1.0
51602,2016,5998,0,23164,20.0,62.8,1.0
51603,2016,4698,0,77832,20.0,62.8,1.0
51604,2013,4298,0,65497,20.0,62.8,1.0
51605,2017,6998,0,22981,20.0,62.8,1.0
